title; text; crap; lines; author
Medicine Jar;  what's wrong with you i wish i knew you say time and tell i hope that's true there's more to life than blues and reds i say i know how you feel now your friends are dead dead on your feet you won't get far if you keep on sticking your hand in the medicine jar now don't give up whatever you do you say time will tell i hope that's true if you go down and lose your head i say i know how you feel now your friends are dead dead on your feet you won't get far if you keep on sticking your hand in the medicine jar dead on your feet      what can i do i can't let go you say time will heal but very slow so don't forget the things you said i say i know how you feel now your friends are dead dead on your feet you won't get far if you keep on sticking your hand in the medicine jar ;0;30;0
Mind Games;  we're playing those mind games together pushing the barriers planting seeds playing the mind guerrilla chanting the mantra peace on earth we all been playing those mind games forever some kinda druid dudes lifting the veil doing the mind guerrilla some call it magic the search for the grail love is the answer and you know that for sure love is a flower you got to let it grow so keep on playing those mind games together faith in the future out of the now you just can't beat on those mind guerrillas absolute elsewhere in the stones of your mind yeah we're playing those mind games together projecting our images in space and in time yes is the answer and you know that for sure yes is surrender you got to let it go so keep on playing those mind games together doing the ritual dance in the sun millions of mind guerrillas putting their soul power to the karmic wheel keep on playing those mind games together raising the spirit of peace and love (i want you to make love not war i know you've heard it before) ;0;25;1
Morse Moose And The Grey Goose;  right on down at the bottom of the sea tell me are you receiving me my name is morse moose and i'm calling you the grey goose was a steady boat people said she's never float one night when the moon was high the grey goose flew away as we were sailing 'round the rocks the mate took out his compass box and said the wind is like a fox but the grey goose flew away when out upon the open sea the admiral the mate and me prepared to face eternity but the grey goose flew away she flew into the stormy sea davy jones was calling me but heading for tranquility the grey goose flew away ;0;18;0
Mother;  mother you had me i never had you i wanted you but you didn't want me so i got to tell you goodbye  goodbye father you left me but i never left you i needed you but you didn't need me so i just got to tell you goodbye  goodbye children don't do what i have done i couldn't walk so i tried to run so i got to tell you goodbye  goodbye ;0;11;1
Move Over Ms. L.;  one two a one two three four well now the underground and overjoyed they come on just the same don't wanna get too real man just wanna play the game i guess ya knew it all along we were just singing in the rain can't get hipped to the down trip the ship is sailing yet and if it sinks you know that all you really get is wet move over ms l you know i wish you well move over ms l you know i wish you well move over ms l well now to err is something human and forgiving so divine i'll forgive your trespasses if you forgive me mine life's a deal you knew it when you signed the dotted line they nail you to the paper put a rope around your neck and so we sing along the boy stood on the burning deck move over ms l you know i wish you well move over ms l you know i wish you well move over ms l well now momma poppa told me son you better watch your head your head is fulla snakes boy you're better red than dead they're starving back in china that's what they always said can't get head in the head shop yer jeans are fulla crap you're full of beans you're in your teens you lost your momma's road map move over ms l you know i wish you well move over ms l you know i wish you well move over ms l ;0;27;1
Mrs. Vanderbilt;  down in the jungle living in a tent you don't use money you don't pay rent you don't ever know the time but you don't mind ho hey ho when your light is on the blink you never think of worrying what's the use of worrying when your bus has left the stop you'd better drop your hurrying what's the use of hurrying leave me alone mrs vandebilt i've got plenty of time of my own what's the use of worrying what's the use of hurrying what's the use of anything ho hey ho what's the use of worrying what's the use of hurrying what's the use of anything ho hey ho when your pile is one the wane you don't complain of robbery run away don't bother me what's the use of worrying what's the use of anything leave me alone mrs washington i've done plenty of time on my own what's the use of worrying what's the use of hurrying (no use) what's the use of anything ho hey ho ;0;31;0
Mull Of Kintyre;  mull of kintyre oh mist rolling in from the sea my desire is always to be here oh mull of kintyre far have i traveled and much have i seen dark distant mountains with valleys of green past painted deserts the sunset's on fire as he carries me home to the mull of kintyre mull of kintyre oh mist rolling in from the sea my desire is always to be here oh mull of kintyre sweep through the heather like deer in the glen carry me back to the days i knew then nights when we sang like a heavenly choir of the life and the time of the mull of kintyre mull of kintyre oh mist rolling in from the sea my desire is always to be here oh mull of kintyre smiles in the sunshine and tears in the rain still take me back to where my memories remain flickering embers growing higher and higher as they carry me back to the mull of kintyre mull of kintyre oh mist rolling in from the sea my desire is always to be here oh mull of kintyre mull of kintyre oh mist rolling in from the sea my desire is always to be here oh mull of kintyre ;0;32;0
Must Do Something About It;  i've just seen another sunset on my own all day long i've been alone and i must do something about it yes i must do something about it played another losing cardgame with myself lonely joker on ashalf and i must do something about it yes i must do something about it no one on the party line no one seems to need a dime no one even knows that i'm feeling this way i've just seen another suset on my own all day long i've been alone and i must do something about it yes i must do something about it no one seems to need my vote no one has to change a note no one here to hold my coat oh what a day i've just watched another movie on tv no one's in the house but me and i must do something about it yes i must do something about it oh oh something about it i've just dialed another number on my phone all day long i've been alone and i must do something about it ;1;26;0
My Carnival;  its my carnival it's a lovely day well its my carnival it's a lovely day well all you people getting ready to play i want to hear you say come on down this is my carnival it's a lovely day ;0;4;0
My Love;  and when i go away i know my heart can stay with my love it's understood it's in the hands of my love and my love does it good wowowowowowo my love does it good and when the cupboards bare i'll still find something there with my love it's understood it's everywhere with my love and my love does it good wowowowo wowowowo my love does it good i love oh womy love only my love holds the other key to me ohmy love ohmy love only my love does it good to me solo wowowowo wowowowo my love does it good don't ever ask me why #10#13 i never say goodbye to my love it's understood it's everywhere with my love and my love does it good wowowowo wowowowo my love does it good ohmy love ohmy love only my love does it good to me wo ;1;29;0
'My Mummy's Dead;  my mummy's dead i can't get it through my head though it's been so many years my mummy's dead it's hard to explain so much pain i could never show it my mummy's dead ;0;7;1
Name And Address;  our love affair was over on the second day you packed a bag and like a birdie flew away meanwhile i'm sitting here i'm getting in a mess if you want my love leave your name and address i used to love you baby when i was your man but maybe loving you is something no one man can do meanwhile i'm sitting here i'm getting in a mess if you want my love leave your name and address love to feel the tingle of your heavenly caresses love to intermingle a lonely single without addresses if you want my love leave your name and address but if it's all over baby you know i'll understand maybe i'll hate to think of you with another man meanwhile i'm sitting here i'm getting in a mess if you want my love leave your name and address ;0;14;0
New York City;  standing on the corner just me and yoko ono we was waiting for jerry to land up come a man with the guitar in his hand singing have a marijuana if you can his name was davis peel and we found that he was real he sangsthe pope smokes dope everyday up come a police man shoved us up the street singin power to the people today nycnycnyc que pasa nyque pasa ny well we went to max's kansas city got down the nitty gritty with the elephants memory band laid something down as the news spread around about the plastic ono elephants memory band well we played some funky boogie and laid some tutti frutti singing long tall sally's a man up come a preachman trying to be a teacher singing god's a red herring in grag nycnycnyc que pasa nyque pasa ny well we did the staten island ferry making movies for the telly played the fillmore and apollo for freedom tried to shake our image just a cycling through the village but found that we had left it back in london well nobody came to bug us hustle ud or shove us so we decided to make it our home if the man wants to shove us out we gonna jump and shout the statue of liberty said come nycnycnyc que pasa nyque pasa ny nyc down in the village what a badass city que pasa nyque pasa ny ;0;57;1
Nineteen Hundred And Eighty Five;  on no one left alive in 1985 will ever do she may be right she may be fine she may get love but she won't get mine 'cos i got you oh i oh i well i just can't enough of that sweet stuff my little lady gets behind interlude on my mama said the time would come when i would find myself in love with you i didn't think i never dreamed that i would be around to see it all come true woh i oh i well i just can't get enough of that sweet stuff my little lady gets behind ;0;15;0
No More Lonely Nights;  i can wait another day until i call you you've only got my heart on a string and everything a'flutter but another lonely night might take forever we've only got each other to blame it's all the same to me love 'cause i know what i feel to be right no more lonely nights no more lonely nights you my guiding light day or night i'm always there may i never miss the thrill of being near you and if it takes a couple of years to turn your tears to laughter i will do what i feel to be right no more lonely nights (never be another) no more lonely nights you my guiding light day or night i'm always there and i won't go away until you tell me so no i'll never go away yes i know what i feel to be right no more lonely nights (never be another) no more lonely nights you my guiding light day or night i'm always there and i won't go away until you tell me so no i'll never go away and i won't go away until you tell me so no i'll never go away no more lonely nights ;0;30;0
No Words;  you want to give your love away and end up giving nothing i'm not surprised that your black eyes are gazing you say that love is everything and what we need the most of i wish you knew that's just how true my love was no words for my love you're burning love sweet burning love it's deep inside you mustn't hide your burning love sweet burning love your burning love you want to turn your head away and someone's thinking of you i wish you'd see it's only me i love you no words for my love ;0;17;0
'Nobody Loves You (When You're Down And Out);  nobody loves you when you're down and out nobody sees you when you're on cloud nine everybody's hustlin' for a buck and a dime i'll scratch your back and you scratch mine i've been across to the other side i've shown you everything i got nothing to hide and still you ask me do i love you what it is what it is all i can tell you is it's all show biz all i can tell you is it's all show biz nobody loves you when you're down and out nobody knows you when you're on cloud nine everybody's hustlin' for a buck and a dime i'll scratch your back and you knife mine i've been across the water now so many times i've seen the one eyed witchdoctor leading the blind and still you ask me do i love you what you say what you say everytime i put my finger on it it slips away everytime i put my finger on it it slips away well i get up in the morning and i'm looking in the mirror to see ooo wee then i'm lying in the darkness and i know i can't get to sleep ooo wee nobody loves you when you're old and grey nobody needs you when you're upside down everybody's hollerin' 'bout their own birthday everybody loves you when you're six foot in the ground ;0;23;1
Nobody Told Me;  everybody's talking and no one says a word everybody's making love and no one really cares there's nazis in the bathroom just below the stairs always something happening and nothing going on there's always something cooking and nothing in the pot they're starving back in china so finish what you got nobody told me there'd be days like these nobody told me there'd be days like these nobody told me there'd be days like these strange days indeed  strange days indeed everybody's runnin' and no one makes a move everyone's a winner and nothing left to lose there's a little yellow idol to the north of katmandu everybody's flying and no one leaves the ground everybody's crying and no one makes a sound there's a place for us in the movies you just gotta lay around nobody told me there'd be days like these nobody told me there'd be days like these nobody told me there'd be days like these strange days indeed  most peculiar mama everybody's smoking and no one's getting high everybody's flying and never touch the sky there's a ufo over new york and i ain't too surprised nobody told me there'd be days like these nobody told me there'd be days like these nobody told me there'd be days like these strange days indeed  most peculiar mama ;0;26;1
'O' Sanity;  it's only sane to be insane psychotic builds a castle and neurotic lives in it i don't know what to do with my sanity when the world's at the verge of calamity o' sanity o' sanity what am i to do with you drink up shoot up anything you please but you're always standing behind me like a devil in hell o' sanity o' sanity why don't you let me go let go let go cut it out ;0;11;1
Oh My Love;  oh my love for the first time in my life my eyes are wide open oh my lover for the first time in my life my eyes can see i see the wind oh i see the trees everything is clear in my heart i see the clouds oh i see the sky everything is clear in our world oh my love for the first time in my life my mind is wide open oh my lover for the first time in my life my mind can feel i feel sorrow oh i feel dreams everything is clear in my heart everything is clear in our world i feel life oh i feel love ;0;21;1
Oh Yoko!;  in the middle of the night in the middle of the night i call your name oh yoko oh yoko my love will turn you on in the middle of the bath in the middle of the bath i call your name oh yoko oh yoko my love will turn you on my love will turn you on in the middle of a shave in the middle of a shave i call your name oh yoko oh yoko my love will turn you on in the middle of a dream in the middle of a dream i call your name oh yoko oh yoko my love will turn you on my love will turn you on in the middle of a cloud in the middle of a cloud i call your name oh yoko oh yoko my love will turn you on my love will turn you on oh yoko oh yoko my love will turn you on my love will turn you on ;0;29;1
Old Dirt Road;  ain't no people on the old dirt road no more weather on the old dirt road it's better than a mudslide mamma when the dry spell come yeah oh oh oh old dirt road ain't no difference on the old dirt road tarred and feathered on the old dirt road trying to shovel smoke with a pitchfork in the wind yeah yeah yeah breezing thru the deadwood on a hot summer day i saw a human being lazybonin' out in the hay i said uh hey mr human can ya rainmaker too he said i guess it's ok ya know the only thing we need is water cool clear water water ain't no people on the old dirt road no more weather on the old dirt road better than a mudslide mamma when the morning comes yeah oh oh oh oh old dirt road keep on keeping on keep on keeping on so long so long bye bye ;2;19;1
Old Siam, Sir;  in a village in old siam sir there's a lady who's lost her way in an effort to find a man sir she found herself in the old uk she waited 'round in walthamstowe she skated 'round in scarborough she waited 'round in walthamstowe she skated 'round in scarborough in a village in old east end sir she mea fellow who made her real took her rushes to show this man sir he met her dad at the wedding meal in a letter from old siam sir came an awful tale of woe she decided the only answer was to get off a pile of dough she waited 'round in walthamstowe she skated 'round in scarborough she waited 'round in walthamstowe she skated 'round in scarborough when a relative told her man sir he directed her not to stay in a village in old siam sir there's a lady who'se lost her way in a village in old siam sir there's a lady who'se lost her way in an effort to find a man sir she found herself in the old uk she waited 'round in walthamstowe she skated 'round in scarborough she waited 'round in walthamstowe she skated 'round in scarborough walthamstowe    scarborough    ;0;20;0
One Day (At A Time);  you are my weakness you are my strength nothing i have in the world makes better sense cause i'm the fish and you're the sea when we're together or when we're apart there's never a space in between the beat of our hearts cause i'm the apple and you're the tree one day at a time is all we do one day at a time is good for you you are my woman i am your man nothing else matters at all now i understand that i'm the door and you're the key and every morning i wake in your smile feeling your breath on my face and the love in your eyes cause you're the honey and i'm the bee one day at a time is all we do one day at a time is good for us two (you too) ;0;15;1
Only People;  only people just know how to talk to people only people know just how to change the world only people realize the power of people a million heads are better than one so come on get it on well i know how we tried and the millions of tears that we cried now we are hipper we been thru the trip and we can't be denied with woman and man side by side make no mistake it's our future we're making bake the cake and eat it too we don't want no pig brother scene well it's long overdue there ain't nothing better to do now we are hipper we been thru the trip we can fly right on thru there's nothing on earth we can do fish or cut bait it's our future e're making all together now pull the chain we don't want no pig brother scene ;0;16;1
Out The Blue;  out the blue you came to me and blew away life's misery out the blue life's energy out the blue you came to me every day i thank the lord and lady for the way that you came to me anyway it had to be two minds one destiny all my life's been a long slow knife i was born just to get to you anyway i survived long enough to make you my wife like a ufo you came to me and blew away life's misery out the blue life's energy out the blue you came to me ;0;15;1
'Picasso's Last Words (Drink To Me);  the grand old painter died last night his paintings on the wall before he went he bade us well and said goodnight to us all drink to me drink to my health you know i can't drink any more drink to me drink to my health you know i can't drink any more 3 o'clock in the morning i'm getting ready for bed it came without a warning but i'll be waiting for you baby i'll be waiting for you there so drink to me drink to my health you know i can't drink any more drink to me drink to my health you know i can't drink any more french interlude temp change jet drink to me drunken chorus french (tempo) drink to me ho hey ho ;0;21;0
Pipes Of Peace;  i light a candle to our love in love our problems disapper but all in all we soon discover that one and one is all we long to hear all'round the world little children being born to the world got to give them all we can 'til the war is won then will the work be done help them to learn (help them to learn) songs of joy instead of burn baby burn(burn baby burn) let us show them how to play the pipes of peace play the pipes of peace help me to learn songs of joy instead of burn baby burn won't you show me to play(how to play) the pipes of peace(pipes of peace) play the pipes of peace what do you say(what do you say) will the human race be run in a day (in a day) or will someone save this planet we're playing on is it the only one (what are we going to do) help them to see (help them to see) that the people here are like you and me (you and me) let us show them how to play(how to play)the pipes of peace(pipesofpeace) play the pipes of peace ooh i light a candle to our love in love our problems disapper but all in all we soon discover that one and one is all we long to hear all'round the world little children being born to the world got to give them all we can 'til the war is won then will the work be done help them to learn (help them to learn) songs of joy instead of burn baby burn(burn baby burn) let us show them how to play the pipes of peace play the pipes of peace help me to learn songs of joy instead of burn baby burn won't you show me to play(how to play) the pipes of peace(pipes of peace) play the pipes of peace what do you say(what do you say) will the human race be run in a day (in a day) or will someone save this planet we're playing on is it the only one (what are we going to do) help them to see (help them to see) that the people here are like you and me (you and me) let us show them how to play(how to play)the pipes of peace(pipesofpeace) play the pipes of peace ooh i light a candle to our love in love our problems disapper but all in all we soon discover that one and one is all we long to hear ;0;57;0
Power To The People;  power to the people power to the people power to the people power to the people power to the people power to the people power to the people power to the people right on say you want a revolution we better get on right away well you get on your feet and out on the street singing power to the people power to the people power to the people power to the people right on a million workers working for nothing you better give 'em what they really own we got to put you down when we come into town singing power to the people power to the people power to the people power to the people right on i gotta ask you comrades and brothers how do you treat you own woman back home she got to be herself so she can free herself singing power to the people power to the people power to the people power to the people right on now now now now oh well power to the people power to the people power to the people power to the people right on yeah power to the people power to the people power to the people power to the people right on power to the people power to the people power to the people power to the people right on ;0;44;1
Real Love;  all my little plans and schemes lost like some forgotten dream seems like all i really was doing was waiting for you just like little girls and boys playing with their little toys seems like all they really were doing was waiting for you don't need to be alone no need to be alone it's real love it's real yes it's real love it's real from this moment on i know exactly where my life will go seems that all i really was doing was waiting for love don't need to be afraid no need to be afraid it's real love it's real yes it's real love it's real thought i'd been in love before but in my heart i wanted more seems like all i really was doing was waiting for you don't need to be alone no need to be alone it's real love yes it's real yes it's real love it's real yes it's real love ;0;30;1
Remember;  remember when you were young how the hero was never hung always got away remember the man used to leave you empty handed always  always let you down if you ever change your mind about leaving it all behind remember  remember today don't you worry 'bout what you've done don't feel sorry 'bout the way it's gone remember when you were small how people seemed so tall always had their way remember your ma and pa just wishing for movie stardom always  always playing a part if you ever feel sad and the whole world is driving you mad remember remember today ;0;22;1
Revolution;  you say you want a revolution well you know we all want to change the world you tell me that it's evolution well you know we all want to change the world but when you talk about destruction don't you know you can count me out don't you know it's gonna be alright alright alright you say you got a real solution well you know we'd all love to see the plan you ask me for a contribution well you know we're doing what we can but when you want money for people with minds that hate all i can tell you is brother you have to wait don't you know it's gonna be alright alright alright you say you'll change the constitution well you know we all want to change your head you tell me it's the institution well you know you better free your mind instead but if you go carrying pictures of chairman mao you ain't going to make it with anyone anyhow don't you know know it's gonna be alright alright alright ;0;29;1
Richard Cory;  they say that richard cory owns one half of this whole town with political connections to spread his wealth around born into society a banker's only child he had everything a man could want: power grace and style but i work in his factory and i curse the life i'm living and i curse my poverty and i wish that i could be oh i wish that i could be oh i wish that i could be richard cory the papers print his picture almost everywhere he goes: richard cory at the opera richard cory at a show and the rumor of his parties and the orgies on his yacht oh he surely must be happy with everything he's got but i work in his factory and i curse the life i'm living and i curse my poverty and i wish that i could be oh i wish that i could be oh i wish that i could be richard cory he freely gave to charity he had the common touch and they were grateful for his patronage and thanked him very much so my mind was filled with wonder when the evening headlines read: richard cory went home last night and put a bullet through his head but i work in his factory and i curse the life i'm living and i curse my poverty and i wish that i could be oh i wish that i could be oh i wish that i could be richard cory ;0;32;0
Rock Show;  what's that man holding in his hand he looks a lot like a guy i knew way back when its silly willy with philly band could be      ooee       what's that man movin' cross the stage it looks a lot like the one used by jimmy page its like a relic from a different age could be      ooee       if there's rock show at the concertgebow they're got long hair at the madison square you've got rock and roll at the hollywood bowl we'll be there       oo yeah        the lights go down  they're back in town ok behind the stacks you glimpse an axe the tension mounts you score an ounce ole temperatures rise as you see the white of their eyes if there's rock show at the concertgebow you're got long hair at the madison square they've got rock and roll at the hollywood bowl we'll be there       oo yeah        in my green metal suit i'm preparing to shoot up the city and the ring at the end of my nose makes me look rather pretty its a pity there's nobody here to witness the end save for my dear old friend and confidante  madamoiselle kitty what's that man movin' to and fro that decibel meter doesn't seem to be reading low but they was louder at the rainbow could be      ooee       if there's rock show at the concertgebow they're got long hair at the madison square you got rock and roll at the hollywood bowl we'll be there       oo yeah        if there's rock show        if there's rock show        if there's rock show        ;1;43;0
Sally G;  sowhere to the south of new york city lies the friendly state of tennessee down in nashville toen i met a pretty who made a pretty big fool out of me and they call her sally sally g why d'you wanna do the things you do to me you're my sally sally g took the part that was the heart of me sally g the night life took me down to printers alley where sally sang a song behind a bar i ran my eyes across her as she sang a tangled mime i used to love to hear her sweet guitar and they call her sally sally g why d'you wanna do the things you do to me you're my sally sally g took the part that was the heart of me sally g me and sally took up things began to look up me and her were going strong then she started lyin' i could see our love was dyin' i heard a voice say move along move along well now i'm on my own again i wonder if she ever really understood i never thought to ask her what the letter g stood for but i know for sure it wasn't good and they call her sally sally g why d'you wanna do the things you do to me you're my sally sally g took the part that was the heart of me sally g sally g ;0;31;0
San Ferry Anne;  you've got a lot and from what you've got i'd say ou're doing well dear dressed like a dream and if things are what they seem you're looking swell dear your little man brings you trinkets when he can but he can't stay sear that's very well but inside your shiny shell you dance all day dear so go begay let your feelings leap away into the laughter san ferry anne and the world keeps turning happy ever after ;0;16;0
Scared;  i'm scared i'm scared i'm scared i'm scared so scared i'm scared i'm scared i'm scared as the years roll away and the price that i paid and the straws slips away you don't have to suffer it is what it is no bell book or candle can get you out of this oh no i'm scarred i'm scarred i'm scarred i'm scarred uh huh i'm scarred i'm scarred i'm scarred every day of my life i just manage to survive i just wanna stay alive you don't have to worry in heaven or hell just dance to the music you do it so well well well hatred and jealousy gonna be the death of me i guess i knew it right from the start sing out about love and peace don't wanna see the red raw meat the green eyed goddamn straight from your heart i'm tired i'm tired i'm tired of being so alone no place to call my own like a rollin' stone ;1;28;1
'She's My Baby;  my baby she comes out at night she's takin' me by surprise she's my baby like gravy down to the last drop i keep mopping her up oh yeah she's my baby she's my baby in the morning time when the sleep is in her eyes and the world is waking up she has a rhythm oh believe me i ain't lyin' she's a woman she's a lady in the evening time when the stars are in the sky that's the time she changes back into a kitten oh believe me i ain't lyin' she's my baby she's my baby in the morning time when the sleep is in her eyes and the world is waking up she has a rhythm oh believe me i ain't lyin' she's a woman she's a lady in the evening tiem when the stars are in the sky that's the time she changes back into a kitten oh believe me i ain't lyin' ooh like gravy sown to the last drop i keep moppin' it up moppin' it up yeah she's my baby ;0;31;0
Silly Love Songs;  you'd think that people would have had enought of silly love songs but i look around me and i see it isn't so some people wanna fill the world with silly love songs and what's wrong with that i'd like to know 'cause here i go again i love you i love you i love you i love you i can't explain the feeling's plain to me say can't you see ah she gave me more she gave it all to me now can't you see what's wrong with that i need to know 'cause here i go again i love you i love you love doesn't come in a minute sometimes it doesn't come at all i only know that when i'm in it it isn't silly no it isn't silly love isn't silly at all how can i tell you about my loved one how can i tell you about my loved one how can i tell you about my loved one (i loveyou) how can i tell you about my loved one (i loveyou) ;0;21;0
Sleepless Night;  sleepless night the moon is bright all i'm asking for is three minute love legs what am i going to do with my legs they're so hot they won't stay on the cot and they're screaming sleepless night the moon is bright all i'm asking for is three minute love head what am i going to do with my head it's so light it just gives me the fright it's full of champagne and dreams sleepless night all um umm all i'm asking for is three minute love this brush must sell like crazy i mean there's a lot of lonely people out there i wanna go to the ball i wanna give it all i'll take it all sleepless night all i'm asking for is what am i asking for ;0;29;1
So Glad To See You Here;  someone's got a home tonight someone's got a road tonight someone's got a wad action will be red you you wanna worry oo you're gonna knock 'em dead someone's got a show tonight someone's gotta go tonight someone's doing rhyme someone turn your mind someone to lift your eyes up leanin' toward the light so glad to see you here so glad you could come (yeah) so glad to see you here carry on carry on yeah yeah oh we're going up tonight well in time to make a flight the airplane's standing on the runway engine nervously waiting for something to bite got to roll tonight you got to roll tonight some have got it bad some have got to do it you got it better and there's nothing to it no no no no so glad to see you here so glad you could come yeah so glad to see you here carry on carry on [repeat first verse then say:] ya oh no no no no yeah we're open tonight for fun ;2;26;0
Soily;  people gathered here tonight i want you to listen to me to your left and to you right you've got some pretty soily company reader writer farmer priest breed controler born deceased indian lawyer doctor dog and a plumber with a fattened hog soily soily the cat in satin trousers said it's oily soily soily the cat in satin trousers said it's oily you know he's right romans italians country men i want you to listen to me i've said it twice and i'll say it again we've got some pretty soily company liar cheater jungle chief saint believer on relief action painter hitler's son and a commie with a tommy gun soily soily the cat in satin trousers said it's oily soily soily the cat in satin trousers said it's oily oh yeah yeah yeah soily soily the cat in satin trousers said it's oily soily soily the cat in satin trousers said it's oily ;1;29;0
Some People Never Know;  no one else will ever see how much faith you have in me only fools would disagree that it's so some people never know like a fool i'm faraway ev'ry night i hope and pray i'll be coming home to stay and it's so some people never know some people can sleep at nightime believing that love is a lie i'm only a preson like you love and who in the world can be right all the right time i know i was wrong make me right right only love can stand the test only you outshine the rest only fools take the rest only fools take second best but it's so some people never know ;0;18;0
Spin It On;  (this is it) spin it on don't stop take it back to the top 'cos i gotwhole lotta love for you i wanna spin it on spin it on off to the flicks with the piddle in her nicks to the fair with her hair in curlers their cousins didn't get all down to the pleasure dome their cousins didn't send their night in an aircraft hanger memories    spin it on don't stop take it back to the top 'cos i got whole lotta love for you that's why i wanna spin it on spin it on spin it on spin it on spin it on don't stop take it back to the top 'cos i got whole lotta love for you that's why i wanna spin it on spin it on off to the fields with a missionary's zeal for the life of the wife of the farmer their cousins didn't get all down to the billiard hall their cousins didn't spend their time on a pinball table memories    spin it on don't stop take it back to the top 'cos i got whole lotta love for you i wanna spin it on spin it on spin it on spin it on i wanna spin it on i wanna spin it on spin it on don't stop take it back to the top 'cos i got a whole lotta for you ;0;26;0
Spirits Of Ancient Egypt;  you're my baby and i love you you can take a pound of love and cook it in the stew      when you've finished doing that i know what you'll want to do 'cos you're my baby and i love you i'm your baby  do you love me i can drive a cadillac across the irish sea but when i've finished doing that i know where i'll want to be 'cos i'm your baby and you love me spirits of ancient egypt shadows of ancient rome spirits of ancient egypt hung on the telly hung on the telly hung on the telephone     you're my baby i know you know you could sell an elevator to geronimo and when you've finished doing that i know where you'll want to go 'cos you're my baby i know you know spirits of ancient egypt echoes of sunken spain spirits of ancient egypt hung on the 'phone ahung on the 'phone ahung on the 'phone      again      ;0;30;0
Stand By Me;  when the night has come and the land is dark and the moon is the only light we see no i won't be afraid no i won't be afraid just as long as you stand stand by me and darling darling stand by me oh now now stand by me stand by me stand by me if the sky that we look upon should tumble and fall and the mountain should crumble to the sea i won't cry i won't cry no i won't shed a tear just as long as you stand stand by me and darling darling stand by me oh stand by me stand by me stand by me stand by me whenever you're in trouble won't you stand by me oh now now stand by me oh stand by me stand by me stand by me darling darling stand by me stand by me oh stand by me stand by me stand by me ;0;23;1
Steel And Glass;  (this is a story about your friend and mine who is it who is it who is it) there you stand with your la tan and your new york walk and your new york talk you're mother left you when you were small but you're gonna wish you wasn't born at all steel and glass steel and glass steel and glass steel and glass your phone don't ring no one answers your call how does it feel to be off the wall well your mouthpiece squawks as he spreads your lies but you can't pull strings if your hands are tied well your teeth are clean but your mind is capped you leave your smell like an alley cat steel and glass steel and glass steel and glass steel and glass ;0;19;1
Strawberry Fields Forever;  let me take you down 'cause i'm going to strawberry fields nothing is real and nothing to get hungabout strawberry fields forever living is easy with eyes closed misunderstanding all you see it's getting hard to be someone but it all works out it doesn't matter much to me let me take you down 'cause i'm going to strawberry fields nothing is real and nothing to get hungabout strawberry fields forever no one i think is in my tree i mean it must be high or low that is you can't you know tune in but it's all right that is i think it's not too bad let me take you down 'cause i'm going to strawberry fields nothing is real and nothing to get hungabout strawberry fields forever always no sometimes think it's me but you know i know when it's a dream i think i know i mean a 'yes' but it's all wrong that is i think i disagree let me take you down 'cause i'm going to strawberry fields nothing is real and nothing to get hungabout strawberry fields forever strawberry fields forever ;0;18;1
Sunday Bloody Sunday;  well it was sunday bloody sunday when they shot the people there the crys of thirteen marty martyrs filled the free derry air is there any one among you dare to blame it on the kids not a soldier boy was bleeding when they nailed the coffin lidds sunday bloody sunday bloody sunday's the day you claim to be majority well you know that it's a lie you're really a minority oh this sweet emerald asle when stormont bans our marchers they've got a lot to learn internment is no answer it's those mother's turn to burn sunday bloody sunday bloody sunday's the day you anglo pigs and scotties sent to colonize the north you wave your bloody union jacks and you know what it's worth how dare you hold on to ransom a people proud and free keep ireland for the irish put the english back to sea sunday bloody sunday bloody sunday's the day yes it's always bloody sunday in the concentration camps keep falls and roads free forever from the bloody english hands repatriate to britain all of you who call it home leave ireland to the irish not for london or for rome sunday bloody sunday bloody sunday's the day ;0;45;1
Take It Away;  take it away wanna hear you play 'til the lights go down take it away don't you wanna stay 'til there's no one else around lonely driver out on the road with a hundred miles to go sole survivor carrying the load switches on his radio take it away wanna hear you play 'til the lights go down (down down) take it away don't you wanna stay 'til there's no one else around take it away wanna hear you play 'til the lights go down take it away don't you wanna stay 'til there's no one else around in the audience watching the show with a paper in his hand (in his hand in his hand) some important impresario has a message for the band take it away wanna hear you play 'til the lights go down (down down) take it away don't you wanna stay 'til there's no one else around never that his baby listening to your never that his baby listening to your never that his baby listening to your take it away take it away after hours late in the bar by a darkened corner seat faded flowers wade in the jar 'til the evening is complete ;0;41;0
The Back Seat Of My Car;  speed along the highway honey i want it my way but listen to her daddy's song don't stay out too long oo we're just busy hiding sitting in the back seat of my car looking for a ride and all about looking for a ride in and out of town strolling around and all about looking for a ride in and out of the laser lights are pretty we may end up in mexico city but listen to her daddy's song making love is wrong oo we're just busy riding sitting in the back seat of my car ohoh pahpahpahpahpahpah pahpahpahpahpahpahpah for we was only hiding sitting in the back seat of my car yeah  and when we finished driving we can say we were late in arriving and listen to her daddy's song we believe that we can't be wrong yeah ohoh we believe that we can't be wrong ohoh we believe that we can't be wrong we can make it to mexico city sitting in the back seat of my car ohoh ohoh we believe that we can't be wrong ohoh we believe that we can't be wrong ohoh we believe that we can't be wrong ohoh we believe that we can't be wrong ohoh we believe that we can't be wrong ohoh we believe that we can't be wrong no no no  we believe we can't be wrong yeah yeah yeah ohoh ohoh yeah oh yeah ;3;40;0
